href,title,price,zalog,predoplata,komissiyaarea,floor,totalArea,kitchenArea,livingArea,roomsCount,hasAirConditioner,hasDishwasher,hasFridge,hasFurniture,hasInternet,hasKitchenFurniture,hasTv,hasWashingMachine,hasBalcony,ceilingHeightM,routesList,windowsDirection,ceilingHeightM,index,komissiya
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-107-m-14-14-etazh-8e2fc3e2-741b-4cdc-8175-f92ffb14f206/,"Аренда 3-комнатной квартиры 107 м², 14/14 этаж",130000,130 000 ₽,130 000 ₽,,14,107,87,50 м²,3,true,true,true,true,true,true,true,true,true,3,"{""timeMinutes"":17,""transportType"":""FOOT"",""station"":{""id"":335,""name"":""ЦСКА"",""allRoutesColorsList"":[""#89cdcf""]}},{""timeMinutes"":18,""transportType"":""FOOT"",""station"":{""id"":71,""name"":""Аэропорт"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":22,""transportType"":""FOOT"",""station"":{""id"":69,""name"":""Сокол"",""allRoutesColorsList"":[""#4baf4f""]}",REAR,3,126.0,владельцу 30%
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-107-m-14-14-etazh-8e2fc3e2-741b-4cdc-8175-f92ffb14f206/,"Аренда 3-комнатной квартиры 107 м², 14/14 этаж",130000,130 000 ₽,130 000 ₽,,14,107,87,50 м²,3,true,true,true,true,true,true,true,true,true,3,"{""timeMinutes"":17,""transportType"":""FOOT"",""station"":{""id"":335,""name"":""ЦСКА"",""allRoutesColorsList"":[""#89cdcf""]}},{""timeMinutes"":18,""transportType"":""FOOT"",""station"":{""id"":71,""name"":""Аэропорт"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":22,""transportType"":""FOOT"",""station"":{""id"":69,""name"":""Сокол"",""allRoutesColorsList"":[""#4baf4f""]}",REAR,3,127.0,владельцу 30%
,,,,,,,,,,,,,,,,,,,,,,,,128.0,
https://m2.ru/moskva/nedvizhimost/arenda-4-komnatnoi-kvartiri-125-m-6-8-etazh-1982572c-00d4-4751-b553-93d2d14351b1/,"Аренда 4-комнатной квартиры 125 м², 6/8 этаж",199000,199 000 ₽,199 000 ₽,,6,125,24,111 м²,4,true,true,true,true,true,true,true,true,true,"3,2","{""timeMinutes"":12,""transportType"":""FOOT"",""station"":{""id"":162,""name"":""Краснопресненская"",""allRoutesColorsList"":[""#925233"",""#943f90""]}},{""timeMinutes"":16,""transportType"":""FOOT"",""station"":{""id"":213,""name"":""Баррикадная"",""allRoutesColorsList"":[""#943f90"",""#925233""]}},{""timeMinutes"":18,""transportType"":""FOOT"",""station"":{""id"":212,""name"":""Улица 1905 года"",""allRoutesColorsList"":[""#943f90""]}",BOTH,"3,2",129.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-134-7-m-6-7-etazh-8969c374-5948-4e95-837a-69bee6e892c3/,"Аренда 3-комнатной квартиры 134,7 м², 6/7 этаж",200000,200 000 ₽,200 000 ₽,,6,134.6999969482422,100,51 м²,3,true,true,true,true,true,true,true,true,true,"3,1","{""timeMinutes"":13,""transportType"":""FOOT"",""station"":{""id"":181,""name"":""Ленинский проспект"",""allRoutesColorsList"":[""#EA7D27"",""#d14a43""]}},{""timeMinutes"":14,""transportType"":""FOOT"",""station"":{""id"":944,""name"":""Площадь Гагарина"",""allRoutesColorsList"":[""#d14a43"",""#EA7D27""]}},{""timeMinutes"":17,""transportType"":""FOOT"",""station"":{""id"":3500,""name"":""Шаболовская"",""allRoutesColorsList"":[""#EA7D27""]}",BOTH,"3,1",130.0,
https://m2.ru/moskva/nedvizhimost/arenda-kvartiri-studii-21-7-m-2-2-etazh-6864b8ef-eac5-4214-abaf-80e80f4d389a/,"Аренда квартиры-студии 21,7 м², 2/2 этаж",45000,45 000 ₽,45 000 ₽,,2,21.700000762939453,44,12 м²,null,true,false,true,true,true,true,true,true,false,4,"{""timeMinutes"":14,""transportType"":""FOOT"",""station"":{""id"":169359,""name"":""Перерва"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":20,""transportType"":""FOOT"",""station"":{""id"":926048,""name"":""Курьяново"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":29,""transportType"":""FOOT"",""station"":{""id"":327,""name"":""Марьино"",""allRoutesColorsList"":[""#BED12E""]}",REAR,4,131.0,"50%, владельцу 50%"
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-69-m-7-12-etazh-8ba3c540-625a-4f4f-8664-4c4ebdaf0b23/,"Аренда 3-комнатной квартиры 69 м², 7/12 этаж",50000,55 000 ₽,50 000 ₽,,7,69,8,49 м²,3,false,false,true,true,true,true,true,true,true,"2,65","{""timeMinutes"":11,""transportType"":""FOOT"",""station"":{""id"":201,""name"":""Планерная"",""allRoutesColorsList"":[""#943f90""]}},{""timeMinutes"":18,""transportType"":""FOOT"",""station"":{""id"":203,""name"":""Сходненская"",""allRoutesColorsList"":[""#943f90""]}},{""timeMinutes"":21,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":205,""name"":""Тушинская"",""allRoutesColorsList"":[""#943f90""]}",REAR,"2,65",132.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-90-3-m-10-12-etazh-d4fe9bc5-b3da-4cc7-b6c7-9dab97928548/,"Аренда 3-комнатной квартиры 90,3 м², 10/12 этаж",115000,115 000 ₽,115 000 ₽,,10,90.30000305175781,93.5999984741211,73 м²,3,true,false,true,true,false,true,true,true,false,"3,2","{""timeMinutes"":18,""transportType"":""FOOT"",""station"":{""id"":250,""name"":""Ломоносовский проспект"",""allRoutesColorsList"":[""#FBCD24""]}},{""timeMinutes"":26,""transportType"":""FOOT"",""station"":{""id"":251,""name"":""Минская"",""allRoutesColorsList"":[""#FBCD24""]}},{""timeMinutes"":29,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":249,""name"":""Раменки"",""allRoutesColorsList"":[""#FBCD24""]}",BOTH,"3,2",133.0,
https://m2.ru/moskva/nedvizhimost/arenda-kvartiri-studii-18-m-3-5-etazh-e61a81a8-137e-478d-a742-cbb555bdd543/,"Аренда квартиры-студии 18 м², 3/5 этаж",40000,40 000 ₽,40 000 ₽,,3,18,35,20 м²,null,false,false,true,true,true,true,true,true,false,4,"{""timeMinutes"":14,""transportType"":""FOOT"",""station"":{""id"":169372,""name"":""Трикотажная"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":20,""transportType"":""FOOT"",""station"":{""id"":205,""name"":""Тушинская"",""allRoutesColorsList"":[""#943f90""]}},{""timeMinutes"":23,""transportType"":""FOOT"",""station"":{""id"":169309,""name"":""Тушинская"",""allRoutesColorsList"":[""#E94282""]}",REAR,4,134.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-52-m-1-12-etazh-4ec14df1-70f2-4c79-ab62-d487938f38f6/,"Аренда 2-комнатной квартиры 52 м², 1/12 этаж",199000,199 000 ₽,199 000 ₽,,1,52,120,75 м²,2,false,false,false,false,false,false,false,false,false,3,"{""timeMinutes"":11,""transportType"":""FOOT"",""station"":{""id"":123,""name"":""Киевская"",""allRoutesColorsList"":[""#41BCEF"",""#0572b9"",""#925233""]}},{""timeMinutes"":20,""transportType"":""FOOT"",""station"":{""id"":162,""name"":""Краснопресненская"",""allRoutesColorsList"":[""#925233"",""#943f90""]}},{""timeMinutes"":22,""transportType"":""FOOT"",""station"":{""id"":150,""name"":""Выставочная"",""allRoutesColorsList"":[""#41BCEF"",""#89cdcf"",""#FBCD24""]}",REAR,3,135.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-41-m-15-22-etazh-5a64703c-3f21-47f7-a52b-112d02f37b72/,"Аренда 2-комнатной квартиры 41 м², 15/22 этаж",45000,45 000 ₽,45 000 ₽,,15,41,10,29 м²,2,true,true,true,true,true,true,true,true,true,3,"{""timeMinutes"":29,""transportType"":""FOOT"",""station"":{""id"":44,""name"":""Румянцево"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":31,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":43,""name"":""Тропарёво"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":32,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":49,""name"":""Саларьево"",""allRoutesColorsList"":[""#DD201C""]}",REAR,3,136.0,"50%, владельцу 50%"
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-88-1-m-8-14-etazh-a5230241-5f16-4ef5-bbf0-e9b2e2588482/,"Аренда 3-комнатной квартиры 88,1 м², 8/14 этаж",55000,55 000 ₽,55 000 ₽,,8,88.0999984741211,12,50 м²,3,null,null,true,true,true,true,true,true,true,"2,7","{""timeMinutes"":49,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":56,""name"":""Ольховая"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":58,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":1842,""name"":""Коммунарка"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":59,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":54,""name"":""Прокшино"",""allRoutesColorsList"":[""#DD201C""]}",REAR,"2,7",137.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-54-m-9-22-etazh-79cdffcf-0f65-479a-a13b-8725d6bf68fc/,"Аренда 2-комнатной квартиры 54 м², 9/22 этаж",61000,61 000 ₽,61 000 ₽,,9,54,10,30 м²,2,true,true,true,true,true,true,true,true,true,"2,8","{""timeMinutes"":6,""transportType"":""FOOT"",""station"":{""id"":114,""name"":""Молодёжная"",""allRoutesColorsList"":[""#0572b9""]}},{""timeMinutes"":18,""transportType"":""FOOT"",""station"":{""id"":169330,""name"":""Рабочий посёлок"",""allRoutesColorsList"":[""#F7A600""]}},{""timeMinutes"":29,""transportType"":""FOOT"",""station"":{""id"":169287,""name"":""Сетунь"",""allRoutesColorsList"":[""#F7A600""]}",REAR,"2,8",138.0,"45%, владельцу 45%"
https://m2.ru/moskva/nedvizhimost/arenda-mnogokomnatnoi-kvartiri-110-3-m-4-5-etazh-2d2c2efb-7525-4279-897b-78897740294f/,"Аренда многокомнатной квартиры 110,3 м², 4/5 этаж",110000,110 000 ₽,110 000 ₽,,4,110.30000305175781,10,70 м²,5,true,false,true,true,true,true,false,true,false,"3,5","{""timeMinutes"":8,""transportType"":""FOOT"",""station"":{""id"":19,""name"":""Красные Ворота"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":13,""transportType"":""FOOT"",""station"":{""id"":129,""name"":""Курская"",""allRoutesColorsList"":[""#0572b9"",""#925233"",""#BED12E"",""#E94282""]}},{""timeMinutes"":15,""transportType"":""FOOT"",""station"":{""id"":21,""name"":""Чистые пруды"",""allRoutesColorsList"":[""#DD201C"",""#BED12E"",""#EA7D27""]}",BOTH,"3,5",139.0,"25%, владельцу 25%"
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-104-7-m-13-25-etazh-33ea7a6e-1c77-4e67-ad2a-e526e38b5e2d/,"Аренда 3-комнатной квартиры 104,7 м², 13/25 этаж",135000,135 000 ₽,135 000 ₽,,13,104.69999694824219,19,62 м²,3,true,true,true,true,true,true,true,true,true,"3,3","{""timeMinutes"":23,""transportType"":""FOOT"",""station"":{""id"":169383,""name"":""Народное Ополчение"",""allRoutesColorsList"":[""#89cdcf""]}},{""timeMinutes"":26,""transportType"":""FOOT"",""station"":{""id"":169316,""name"":""Мнёвники"",""allRoutesColorsList"":[""#89cdcf""]}},{""timeMinutes"":29,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":210,""name"":""Октябрьское Поле"",""allRoutesColorsList"":[""#943f90"",""#d14a43""]}",REAR,"3,3",140.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-45-m-9-15-etazh-241f73dc-1cde-4b06-a608-f56960d950c0/,"Аренда 2-комнатной квартиры 45 м², 9/15 этаж",40000,40 000 ₽,40 000 ₽,,9,45,11.300000190734863,19 м²,2,true,true,true,true,true,true,true,true,true,"2,72","{""timeMinutes"":27,""transportType"":""FOOT"",""station"":{""id"":169331,""name"":""Покровское"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":27,""transportType"":""FOOT"",""station"":{""id"":926046,""name"":""Котляково (2024)"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":27,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":91,""name"":""Царицыно"",""allRoutesColorsList"":[""#4baf4f""]}",REAR,"2,72",141.0,"50%, владельцу 50%"
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-36-m-8-9-etazh-7c6b3f31-f43b-4dc9-b3ca-30a994757370/,"Аренда 1-комнатной квартиры 36 м², 8/9 этаж",30000,30 000 ₽,30 000 ₽,,8,36,8,20 м²,1,false,false,true,true,true,true,true,true,false,"2,85","{""timeMinutes"":26,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":163,""name"":""Медведково"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":28,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":166,""name"":""Бабушкинская"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":35,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":168,""name"":""Свиблово"",""allRoutesColorsList"":[""#EA7D27""]}",BOTH,"2,85",142.0,"50%, владельцу 50%"
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-80-m-7-16-etazh-b0bd25b6-7a26-494c-955c-9389faaf1a37/,"Аренда 3-комнатной квартиры 80 м², 7/16 этаж",65000,65 000 ₽,130 000 ₽,,7,80,7,42 м²,3,false,false,true,true,true,true,true,true,true,"2,48","{""timeMinutes"":27,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169330,""name"":""Рабочий посёлок"",""allRoutesColorsList"":[""#F7A600""]}},{""timeMinutes"":31,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169287,""name"":""Сетунь"",""allRoutesColorsList"":[""#F7A600""]}},{""timeMinutes"":35,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":117,""name"":""Кунцевская"",""allRoutesColorsList"":[""#0572b9"",""#41BCEF"",""#89cdcf""]}",BOTH,"2,48",143.0,
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-39-m-6-12-etazh-b357a5a4-57fb-434f-9340-3ade9783de7d/,"Аренда 1-комнатной квартиры 39 м², 6/12 этаж",35000,35 000 ₽,35 000 ₽,,6,39,9,"20,9 м²",1,true,false,true,true,true,true,true,true,true,"2,7","{""timeMinutes"":27,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":91,""name"":""Царицыно"",""allRoutesColorsList"":[""#4baf4f""]}},{""timeMinutes"":27,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169373,""name"":""Царицыно"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":28,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169331,""name"":""Покровское"",""allRoutesColorsList"":[""#E94282""]}",REAR,"2,7",144.0,"50%, владельцу 50%"
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-35-m-7-26-etazh-87d9859f-bc6f-42e5-b44e-361032298b8a/,"Аренда 1-комнатной квартиры 35 м², 7/26 этаж",35000,35 000 ₽,35 000 ₽,,7,35,8,20 м²,1,true,false,true,true,true,true,false,true,true,"2,6","{""timeMinutes"":23,""transportType"":""FOOT"",""station"":{""id"":49,""name"":""Саларьево"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":28,""transportType"":""FOOT"",""station"":{""id"":44,""name"":""Румянцево"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":36,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":43,""name"":""Тропарёво"",""allRoutesColorsList"":[""#DD201C""]}",REAR,"2,6",145.0,"57%, владельцу 57%"
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-54-m-13-17-etazh-c85aed3e-e2bc-4dca-96bd-6775a6008ba4/,"Аренда 2-комнатной квартиры 54 м², 13/17 этаж",40000,40 000 ₽,40 000 ₽,,13,54,10,31 м²,2,false,false,true,true,true,true,false,true,true,"2,7","{""timeMinutes"":29,""transportType"":""FOOT"",""station"":{""id"":166,""name"":""Бабушкинская"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":30,""transportType"":""FOOT"",""station"":{""id"":268,""name"":""Отрадное"",""allRoutesColorsList"":[""#adacac""]}},{""timeMinutes"":25,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":168,""name"":""Свиблово"",""allRoutesColorsList"":[""#EA7D27""]}",REAR,"2,7",146.0,владельцу 50%
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-33-m-1-9-etazh-436f177e-2663-486b-a0e1-ac295b5836e5/,"Аренда 1-комнатной квартиры 33 м², 1/9 этаж",23000,11 500 ₽,23 000 ₽,,1,33,7,19 м²,1,false,false,true,true,true,true,false,true,false,3,"{""timeMinutes"":31,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169331,""name"":""Покровское"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":32,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169307,""name"":""Красный строитель"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":34,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169306,""name"":""Битца"",""allRoutesColorsList"":[""#E94282""]}",REAR,3,147.0,
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-33-m-1-9-etazh-436f177e-2663-486b-a0e1-ac295b5836e5/,"Аренда 1-комнатной квартиры 33 м², 1/9 этаж",23000,11 500 ₽,23 000 ₽,,1,33,7,19 м²,1,false,false,true,true,true,true,false,true,false,3,"{""timeMinutes"":31,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169331,""name"":""Покровское"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":32,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169307,""name"":""Красный строитель"",""allRoutesColorsList"":[""#E94282""]}},{""timeMinutes"":34,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169306,""name"":""Битца"",""allRoutesColorsList"":[""#E94282""]}",REAR,3,148.0,
,,,,,,,,,,,,,,,,,,,,,,,,149.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-59-m-11-19-etazh-adc53bb0-59b5-4fb5-b6e6-d0f5fe8ce731/,"Аренда 2-комнатной квартиры 59 м², 11/19 этаж",55000,50 000 ₽,55 000 ₽,,11,59,11,27 м²,2,false,false,true,true,false,true,false,true,true,"2,7","{""timeMinutes"":23,""transportType"":""FOOT"",""station"":{""id"":166,""name"":""Бабушкинская"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":24,""transportType"":""FOOT"",""station"":{""id"":163,""name"":""Медведково"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":31,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":168,""name"":""Свиблово"",""allRoutesColorsList"":[""#EA7D27""]}",REAR,"2,7",150.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-70-m-10-16-etazh-27a97d31-83e5-4edf-9970-1337dace41d8/,"Аренда 2-комнатной квартиры 70 м², 10/16 этаж",50000,50 000 ₽,50 000 ₽,,10,70,15,36 м²,2,false,false,true,false,false,false,false,true,true,3,"{""timeMinutes"":26,""transportType"":""FOOT"",""station"":{""id"":1842,""name"":""Коммунарка"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":28,""transportType"":""FOOT"",""station"":{""id"":169370,""name"":""Новомосковская (2024)"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":33,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":56,""name"":""Ольховая"",""allRoutesColorsList"":[""#DD201C""]}",REAR,3,151.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-62-m-7-12-etazh-44862c91-2365-44ac-9730-7b459c1c7542/,"Аренда 2-комнатной квартиры 62 м², 7/12 этаж",37000,37 000 ₽,37 000 ₽,,7,62,14.699999809265137,"31,3 м²",2,false,false,true,true,false,true,false,false,true,"2,8","{""timeMinutes"":41,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":1842,""name"":""Коммунарка"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":49,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169370,""name"":""Новомосковская (2024)"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":50,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":56,""name"":""Ольховая"",""allRoutesColorsList"":[""#DD201C""]}",REAR,"2,8",152.0,
https://m2.ru/moskva/nedvizhimost/arenda-1-komnatnoi-kvartiri-36-m-4-14-etazh-b20a7560-5868-455f-9759-727e5a6c9db5/,"Аренда 1-комнатной квартиры 36 м², 4/14 этаж",30000,30 000 ₽,30 000 ₽,,4,36,20,8 м²,1,false,false,false,true,false,true,false,false,true,"2,7","{""timeMinutes"":25,""transportType"":""FOOT"",""station"":{""id"":328,""name"":""Борисово"",""allRoutesColorsList"":[""#BED12E""]}},{""timeMinutes"":26,""transportType"":""FOOT"",""station"":{""id"":330,""name"":""Шипиловская"",""allRoutesColorsList"":[""#BED12E""]}},{""timeMinutes"":30,""transportType"":""FOOT"",""station"":{""id"":94,""name"":""Домодедовская"",""allRoutesColorsList"":[""#4baf4f""]}",REAR,"2,7",153.0,"50%, владельцу 50%"
https://m2.ru/moskva/nedvizhimost/arenda-kvartiri-studii-34-m-25-25-etazh-72ba627c-869b-41f4-a70b-ae119fcb6313/,"Аренда квартиры-студии 34 м², 25/25 этаж",28000,30 000 ₽,28 000 ₽,,25,34,45,20 м²,null,true,false,true,true,true,true,true,true,false,"2,7","{""timeMinutes"":25,""transportType"":""FOOT"",""station"":{""id"":1842,""name"":""Коммунарка"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":29,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169370,""name"":""Новомосковская (2024)"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":32,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":56,""name"":""Ольховая"",""allRoutesColorsList"":[""#DD201C""]}",REAR,"2,7",154.0,"71%, владельцу 71%"
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-40-7-m-1-14-etazh-f8098638-e573-4024-b523-7975e0bea329/,"Аренда 2-комнатной квартиры 40,7 м², 1/14 этаж",36000,36 000 ₽,36 000 ₽,,1,40.70000076293945,9,22 м²,2,false,false,true,true,true,true,true,true,true,"2,7","{""timeMinutes"":18,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169321,""name"":""Пыхтино (2023)"",""allRoutesColorsList"":[""#FBCD24""]}},{""timeMinutes"":22,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":235,""name"":""Рассказовка"",""allRoutesColorsList"":[""#FBCD24""]}},{""timeMinutes"":31,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":238,""name"":""Новопеределкино"",""allRoutesColorsList"":[""#FBCD24""]}",REAR,"2,7",155.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-58-m-4-25-etazh-56a1e9b8-c927-4f69-9f1c-11b53cb69ad7/,"Аренда 2-комнатной квартиры 58 м², 4/25 этаж",43000,,43 000 ₽,,4,58,12,32 м²,2,false,false,true,true,false,true,false,true,true,27,"{""timeMinutes"":24,""transportType"":""FOOT"",""station"":{""id"":102,""name"":""Пятницкое шоссе"",""allRoutesColorsList"":[""#0572b9""]}},{""timeMinutes"":26,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":105,""name"":""Митино"",""allRoutesColorsList"":[""#0572b9""]}},{""timeMinutes"":35,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":106,""name"":""Волоколамская"",""allRoutesColorsList"":[""#0572b9""]}",FRONT,27,156.0,
https://m2.ru/moskva/nedvizhimost/arenda-2-komnatnoi-kvartiri-50-m-12-12-etazh-ae06e5c4-ef65-4f53-80c2-ea2fcafca492/,"Аренда 2-комнатной квартиры 50 м², 12/12 этаж",35000,35 000 ₽,35 000 ₽,,12,50,54,31 м²,2,false,false,true,true,false,true,true,true,true,"2,65","{""timeMinutes"":30,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":1899,""name"":""Ростокино"",""allRoutesColorsList"":[""#d14a43""]}},{""timeMinutes"":34,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":172,""name"":""ВДНХ"",""allRoutesColorsList"":[""#EA7D27""]}},{""timeMinutes"":36,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":170,""name"":""Ботанический сад"",""allRoutesColorsList"":[""#EA7D27""]}",REAR,"2,65",157.0,
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-91-m-2-16-etazh-cbfaecbb-eea2-426f-9ab8-9024ca23b9db/,"Аренда 3-комнатной квартиры 91 м², 2/16 этаж",90000,90 000 ₽,90 000 ₽,,2,91,15,44 м²,3,true,true,true,true,true,true,true,true,true,3,"{""timeMinutes"":18,""transportType"":""FOOT"",""station"":{""id"":169329,""name"":""Зюзино"",""allRoutesColorsList"":[""#89cdcf""]}},{""timeMinutes"":21,""transportType"":""FOOT"",""station"":{""id"":288,""name"":""Нахимовский проспект"",""allRoutesColorsList"":[""#adacac""]}},{""timeMinutes"":26,""transportType"":""FOOT"",""station"":{""id"":186,""name"":""Профсоюзная"",""allRoutesColorsList"":[""#EA7D27""]}",BOTH,3,158.0,"30%, владельцу 30%"
https://m2.ru/moskva/nedvizhimost/arenda-3-komnatnoi-kvartiri-84-m-14-16-etazh-7c119da4-1ce2-414d-a690-bf6e30277657/,"Аренда 3-комнатной квартиры 84 м², 14/16 этаж",63000,63 000 ₽,63 000 ₽,,14,84,12,46 м²,3,false,true,true,true,true,true,false,true,true,"2,75","{""timeMinutes"":16,""transportType"":""FOOT"",""station"":{""id"":41,""name"":""Юго-Западная"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":20,""transportType"":""FOOT"",""station"":{""id"":43,""name"":""Тропарёво"",""allRoutesColorsList"":[""#DD201C""]}},{""timeMinutes"":20,""transportType"":""PUBLIC_TRANSPORT"",""station"":{""id"":169313,""name"":""Новаторская"",""allRoutesColorsList"":[""#89cdcf""]}",BOTH,"2,75",159.0,"40%, владельцу 40%"
